epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,681.844,0.76759,0.40246,0.89675,0.99378,0.99712,0.99464,0.81481,0.72063,0.34087,0.88423,0.000916586,0.000916586,0.000916586
183,685.43,0.75972,0.39613,0.88257,0.99307,0.99759,0.99395,0.82264,0.71281,0.33237,0.88327,0.000915512,0.000915512,0.000915512
184,689.093,0.77527,0.38641,0.88538,0.99619,0.99646,0.99385,0.82759,0.70199,0.33003,0.87837,0.000914438,0.000914438,0.000914438
185,693.019,0.75629,0.39388,0.87338,0.99389,0.99761,0.99398,0.82195,0.69791,0.33293,0.87893,0.000913364,0.000913364,0.000913364
186,696.705,0.7621,0.38386,0.89945,0.99627,0.99871,0.99407,0.811,0.70144,0.32559,0.87969,0.000912289,0.000912289,0.000912289
187,700.419,0.75433,0.38542,0.87229,0.9952,0.99846,0.9944,0.83059,0.6874,0.32579,0.87562,0.000911215,0.000911215,0.000911215
188,704.121,0.76706,0.38367,0.89472,0.99684,0.9981,0.99474,0.83757,0.66598,0.31368,0.8698,0.000910141,0.000910141,0.000910141
189,707.883,0.74753,0.37726,0.88858,0.99625,0.99774,0.99444,0.84002,0.67548,0.32315,0.86985,0.000909067,0.000909067,0.000909067
190,711.714,0.71429,0.37943,0.8694,0.99807,0.99847,0.99422,0.83166,0.66606,0.31341,0.86989,0.000907993,0.000907993,0.000907993
191,715.283,0.7379,0.37385,0.87112,0.9975,0.99872,0.99478,0.83275,0.67104,0.31707,0.87093,0.000906919,0.000906919,0.000906919
192,718.858,0.77095,0.39319,0.88789,0.99458,0.99601,0.99478,0.83634,0.67877,0.32046,0.87279,0.000905845,0.000905845,0.000905845
193,722.447,0.73978,0.37231,0.8733,0.99581,0.99676,0.99489,0.84448,0.66379,0.3092,0.86795,0.000904771,0.000904771,0.000904771
194,726.118,0.7512,0.37716,0.88948,0.99482,0.99648,0.99464,0.83964,0.67429,0.32027,0.87247,0.000903697,0.000903697,0.000903697
195,729.871,0.75758,0.38944,0.8917,0.99838,0.99839,0.99456,0.8374,0.67638,0.31812,0.87183,0.000902622,0.000902622,0.000902622
196,733.532,0.7903,0.38086,0.90082,0.99765,0.99803,0.99487,0.83736,0.68968,0.31675,0.87512,0.000901548,0.000901548,0.000901548
197,737.126,0.72822,0.36752,0.8916,0.99758,0.99874,0.99476,0.83586,0.67699,0.3133,0.86987,0.000900474,0.000900474,0.000900474
198,740.73,0.7506,0.38632,0.87539,0.9956,0.99427,0.9946,0.83234,0.69042,0.32978,0.87159,0.0008994,0.0008994,0.0008994
199,744.322,0.74064,0.37878,0.87678,0.99527,0.99855,0.99478,0.83089,0.68983,0.31677,0.87395,0.000898326,0.000898326,0.000898326
200,748.165,0.76074,0.38179,0.9013,0.99638,0.99858,0.9949,0.8379,0.67045,0.31399,0.87268,0.000897252,0.000897252,0.000897252
201,751.771,0.75979,0.40029,0.87842,0.99636,0.99773,0.99487,0.82621,0.70583,0.33306,0.88157,0.000896178,0.000896178,0.000896178
202,755.385,0.79283,0.40328,0.91342,0.99595,0.99767,0.99484,0.82802,0.67296,0.32241,0.87034,0.000895104,0.000895104,0.000895104
203,759.073,0.76228,0.36947,0.89069,0.99559,0.99666,0.99472,0.83163,0.66417,0.31864,0.86845,0.00089403,0.00089403,0.00089403
204,762.735,0.73387,0.38285,0.864,0.99523,0.99706,0.99483,0.81749,0.71322,0.33888,0.88104,0.000892955,0.000892955,0.000892955
205,766.567,0.74384,0.39486,0.88714,0.99704,0.99623,0.99472,0.82892,0.65612,0.31429,0.86834,0.000891881,0.000891881,0.000891881
206,770.167,0.72637,0.37199,0.87391,0.9956,0.99691,0.99433,0.82544,0.69397,0.32457,0.87655,0.000890807,0.000890807,0.000890807
207,773.789,0.73021,0.36687,0.88569,0.99668,0.99798,0.99448,0.83322,0.68127,0.32046,0.87292,0.000889733,0.000889733,0.000889733
208,777.436,0.74287,0.37879,0.87402,0.99636,0.99794,0.99491,0.83206,0.69154,0.32578,0.87585,0.000888659,0.000888659,0.000888659
209,781.066,0.74561,0.38303,0.87164,0.99191,0.99895,0.99487,0.83481,0.67073,0.31492,0.87038,0.000887585,0.000887585,0.000887585
210,784.941,0.73783,0.37822,0.8867,0.99318,0.99192,0.9944,0.82495,0.69195,0.33319,0.8766,0.000886511,0.000886511,0.000886511
211,788.596,0.72452,0.3765,0.86906,0.99362,0.99479,0.9946,0.82658,0.69795,0.3352,0.87755,0.000885437,0.000885437,0.000885437
212,792.267,0.73727,0.37949,0.8611,0.99446,0.9979,0.99433,0.83961,0.64492,0.30642,0.86443,0.000884363,0.000884363,0.000884363
213,795.908,0.74229,0.3895,0.8665,0.99656,0.99967,0.99434,0.84099,0.67114,0.30823,0.86703,0.000883288,0.000883288,0.000883288
214,799.578,0.70658,0.36782,0.86909,0.9966,0.99661,0.99447,0.85176,0.62178,0.30418,0.85589,0.000882214,0.000882214,0.000882214
215,803.412,0.71156,0.35935,0.85449,0.99695,0.9981,0.99452,0.84563,0.62621,0.30424,0.85748,0.00088114,0.00088114,0.00088114
216,807.116,0.71768,0.38755,0.8868,0.99769,0.99528,0.9948,0.84591,0.64614,0.30069,0.8628,0.000880066,0.000880066,0.000880066
217,810.797,0.69312,0.36242,0.85227,0.9969,0.99893,0.99494,0.84994,0.64974,0.30121,0.86448,0.000878992,0.000878992,0.000878992
218,814.426,0.71788,0.36952,0.86904,0.99536,0.99819,0.99477,0.84413,0.66009,0.31099,0.86879,0.000877918,0.000877918,0.000877918
219,818.105,0.71779,0.37698,0.85574,0.99462,0.99938,0.99491,0.84584,0.65329,0.31566,0.86313,0.000876844,0.000876844,0.000876844
220,822.112,0.75674,0.38748,0.86675,0.99226,0.99665,0.99449,0.84411,0.65605,0.31387,0.86434,0.00087577,0.00087577,0.00087577
221,825.824,0.84289,0.63401,0.9471,0.99383,0.99481,0.99468,0.83814,0.65936,0.32408,0.86568,0.000874696,0.000874696,0.000874696
222,829.516,0.71094,0.38066,0.87429,0.99731,0.99759,0.99495,0.83932,0.65941,0.31177,0.86521,0.000873621,0.000873621,0.000873621
223,833.239,0.72462,0.36122,0.88344,0.99647,0.9976,0.99495,0.84757,0.63319,0.30312,0.85949,0.000872547,0.000872547,0.000872547
224,836.937,0.67792,0.35985,0.80952,0.99449,0.99627,0.99485,0.83853,0.67497,0.31283,0.8693,0.000871473,0.000871473,0.000871473
225,840.655,0.66935,0.3526,0.7927,0.99521,0.99724,0.99475,0.84498,0.643,0.30585,0.86141,0.000870399,0.000870399,0.000870399
226,844.523,0.74053,0.38368,0.87218,0.99703,0.99873,0.99464,0.85921,0.6314,0.29788,0.85794,0.000869325,0.000869325,0.000869325
227,848.297,0.71967,0.36874,0.86997,0.99682,0.99831,0.99471,0.86299,0.61834,0.29553,0.8555,0.000868251,0.000868251,0.000868251
228,852.033,0.70621,0.36038,0.86125,0.99761,0.99887,0.99473,0.85415,0.63634,0.30117,0.8553,0.000867177,0.000867177,0.000867177
229,855.738,0.7638,0.37111,0.88406,0.99652,0.99891,0.99472,0.84242,0.63223,0.29931,0.85569,0.000866103,0.000866103,0.000866103
230,859.452,0.70626,0.35667,0.8724,0.99685,0.99887,0.99484,0.8534,0.61682,0.29624,0.85263,0.000865029,0.000865029,0.000865029
231,863.322,0.67238,0.37216,0.79855,0.99369,0.9999,0.99495,0.84777,0.62279,0.2954,0.85483,0.000863954,0.000863954,0.000863954
232,867.08,0.70605,0.35285,0.87971,0.99406,0.99936,0.99493,0.85915,0.62359,0.29559,0.85064,0.00086288,0.00086288,0.00086288
233,870.82,0.69499,0.3606,0.86988,0.99676,0.9989,0.99486,0.85959,0.60572,0.29298,0.84958,0.000861806,0.000861806,0.000861806
234,874.525,0.71174,0.35357,0.87698,0.9971,0.99887,0.99494,0.85657,0.61263,0.29134,0.851,0.000860732,0.000860732,0.000860732
235,878.255,0.70444,0.3588,0.8664,0.99713,0.99774,0.99494,0.85628,0.61459,0.29673,0.85278,0.000859658,0.000859658,0.000859658
236,882.163,0.74004,0.38211,0.8685,0.99601,0.99868,0.99499,0.8634,0.60487,0.29224,0.84965,0.000858584,0.000858584,0.000858584
237,885.903,0.69355,0.39967,0.88664,0.9951,0.99794,0.99496,0.86154,0.60072,0.30086,0.84845,0.00085751,0.00085751,0.00085751
238,889.598,0.71812,0.36027,0.86551,0.9939,0.99812,0.99494,0.8599,0.60348,0.29747,0.84992,0.000856436,0.000856436,0.000856436
239,893.301,0.72774,0.40119,0.8801,0.99705,0.99468,0.99482,0.86029,0.61152,0.30248,0.85186,0.000855362,0.000855362,0.000855362
240,897.055,0.674,0.35989,0.85135,0.99768,0.99916,0.99496,0.86238,0.59664,0.29825,0.84831,0.000854287,0.000854287,0.000854287
241,900.97,0.66714,0.36119,0.84954,0.99546,0.99868,0.99435,0.85688,0.60457,0.29786,0.85019,0.000853213,0.000853213,0.000853213
242,904.67,0.68323,0.35569,0.85666,0.99547,0.99832,0.99415,0.86682,0.59341,0.30191,0.84721,0.000852139,0.000852139,0.000852139
243,908.406,0.71093,0.36104,0.86547,0.99705,0.99875,0.99464,0.86522,0.57809,0.28804,0.84313,0.000851065,0.000851065,0.000851065
244,912.123,0.69206,0.35522,0.86706,0.99677,0.99842,0.99476,0.86237,0.61384,0.2979,0.85224,0.000849991,0.000849991,0.000849991
245,915.829,0.66138,0.35531,0.86516,0.996,0.99801,0.99467,0.85779,0.6262,0.29671,0.85401,0.000848917,0.000848917,0.000848917
246,919.732,0.67862,0.34582,0.86722,0.99562,0.99785,0.9944,0.858,0.60626,0.3041,0.84752,0.000847843,0.000847843,0.000847843
247,923.529,0.67403,0.34693,0.88039,0.99573,0.99904,0.99491,0.86442,0.58026,0.29385,0.84368,0.000846769,0.000846769,0.000846769
248,927.266,0.67704,0.36444,0.86157,0.99498,0.99882,0.99493,0.85052,0.62095,0.29517,0.85275,0.000845695,0.000845695,0.000845695
249,931.007,0.66948,0.34473,0.85087,0.9945,0.99884,0.99497,0.86238,0.59915,0.28528,0.84852,0.00084462,0.00084462,0.00084462
250,934.711,0.66842,0.34669,0.86105,0.99541,0.9982,0.99495,0.85238,0.61399,0.2931,0.85145,0.000843546,0.000843546,0.000843546
251,938.583,0.67132,0.34442,0.8661,0.99665,0.99845,0.99498,0.8654,0.58286,0.28977,0.84426,0.000842472,0.000842472,0.000842472
252,942.272,0.6678,0.34679,0.87208,0.9967,0.9971,0.99497,0.86857,0.56856,0.28036,0.84207,0.000841398,0.000841398,0.000841398
253,946.004,0.63417,0.32546,0.86005,0.99685,0.99872,0.99497,0.86671,0.58889,0.2866,0.84534,0.000840324,0.000840324,0.000840324
254,949.729,0.64024,0.35507,0.86308,0.99621,0.99664,0.99499,0.85596,0.59273,0.28846,0.8453,0.00083925,0.00083925,0.00083925
255,953.363,0.65131,0.344,0.85198,0.99683,0.99557,0.995,0.86601,0.57465,0.28616,0.83975,0.000838176,0.000838176,0.000838176
256,957.003,0.67515,0.33841,0.85845,0.99602,0.99791,0.99499,0.86978,0.55858,0.28755,0.83805,0.000837102,0.000837102,0.000837102
257,960.869,0.67026,0.35481,0.86387,0.99402,0.99966,0.99499,0.86577,0.58639,0.29006,0.84532,0.000836027,0.000836027,0.000836027
258,964.671,0.67167,0.34672,0.8759,0.99463,0.99872,0.99499,0.86757,0.57485,0.288,0.84185,0.000834953,0.000834953,0.000834953
259,968.418,0.68044,0.35893,0.88025,0.99622,1,0.99498,0.86227,0.5828,0.29177,0.84432,0.000833879,0.000833879,0.000833879
260,972.236,0.66099,0.34543,0.87192,0.99418,0.99872,0.99499,0.85625,0.61745,0.30375,0.85449,0.000832805,0.000832805,0.000832805
261,975.992,0.67319,0.354,0.86245,0.99597,0.99866,0.995,0.86811,0.5792,0.28462,0.84498,0.000831731,0.000831731,0.000831731
262,979.931,0.63238,0.34266,0.85784,0.99534,0.99703,0.99486,0.87995,0.5454,0.27901,0.83461,0.000830657,0.000830657,0.000830657
263,983.664,0.57529,0.41037,0.77356,0.99555,0.99888,0.99496,0.88081,0.5411,0.27647,0.83493,0.000829583,0.000829583,0.000829583
264,987.461,0.62671,0.33431,0.85673,0.99594,0.99661,0.9949,0.87901,0.53979,0.27054,0.8347,0.000828509,0.000828509,0.000828509
265,991.288,0.67874,0.35461,0.84751,0.9949,0.99945,0.99495,0.86196,0.56524,0.28072,0.841,0.000827435,0.000827435,0.000827435
266,995.023,0.65146,0.34237,0.84214,0.99175,1,0.99493,0.86221,0.60245,0.30128,0.84998,0.00082636,0.00082636,0.00082636
267,998.778,0.70951,0.36903,0.85121,0.99551,0.99976,0.99493,0.87134,0.58025,0.29386,0.84224,0.000825286,0.000825286,0.000825286
268,1002.7,0.674,0.36267,0.86043,0.99658,0.99887,0.99499,0.876,0.56254,0.27936,0.83873,0.000824212,0.000824212,0.000824212
269,1006.45,0.63665,0.32345,0.85431,0.99493,0.99715,0.995,0.87121,0.57046,0.28217,0.84052,0.000823138,0.000823138,0.000823138
270,1010.17,0.67586,0.36224,0.86852,0.99586,0.99887,0.995,0.87198,0.57573,0.27643,0.84198,0.000822064,0.000822064,0.000822064
271,1013.87,0.67752,0.34841,0.86194,0.99715,0.9998,0.995,0.86813,0.557,0.28471,0.83704,0.00082099,0.00082099,0.00082099
272,1017.67,0.66996,0.34693,0.8651,0.99642,1,0.995,0.88035,0.54352,0.27871,0.8337,0.000819916,0.000819916,0.000819916
273,1021.62,0.6099,0.32386,0.84008,0.99677,0.99974,0.995,0.87346,0.56017,0.28203,0.83768,0.000818842,0.000818842,0.000818842
274,1025.36,0.64842,0.34397,0.8453,0.99685,0.99901,0.995,0.87095,0.58857,0.28253,0.84674,0.000817768,0.000817768,0.000817768
275,1029.11,0.65061,0.33092,0.86208,0.99743,0.99885,0.995,0.87551,0.57015,0.28304,0.83967,0.000816693,0.000816693,0.000816693
276,1032.9,0.67178,0.34128,0.86966,0.99624,0.99887,0.995,0.87827,0.54679,0.27632,0.83446,0.000815619,0.000815619,0.000815619
277,1036.61,0.63897,0.33317,0.84944,0.99631,0.99958,0.995,0.88781,0.53072,0.26932,0.83005,0.000814545,0.000814545,0.000814545
278,1041.04,0.61894,0.32351,0.84165,0.99693,0.99897,0.995,0.88539,0.53312,0.26504,0.83175,0.000813471,0.000813471,0.000813471
279,1044.77,0.62331,0.32606,0.84532,0.99752,0.99859,0.995,0.87869,0.54361,0.27507,0.83352,0.000812397,0.000812397,0.000812397
280,1048.48,0.63897,0.32723,0.87521,0.99875,0.99906,0.995,0.88324,0.52874,0.26908,0.83173,0.000811323,0.000811323,0.000811323
281,1052.19,0.64441,0.33544,0.85373,0.9985,0.9994,0.995,0.8863,0.52453,0.26873,0.82846,0.000810249,0.000810249,0.000810249
282,1055.93,0.60899,0.32614,0.84734,0.99863,0.99948,0.995,0.88109,0.5324,0.26579,0.8312,0.000809175,0.000809175,0.000809175
283,1059.85,0.62806,0.32491,0.84635,0.99829,0.99976,0.995,0.87889,0.52618,0.26794,0.82876,0.000808101,0.000808101,0.000808101
284,1063.58,0.66143,0.36234,0.86913,0.99818,0.99985,0.995,0.88055,0.54545,0.27131,0.83409,0.000807026,0.000807026,0.000807026
285,1067.32,0.6339,0.32312,0.85056,0.99826,0.99953,0.995,0.87699,0.55981,0.26971,0.83492,0.000805952,0.000805952,0.000805952
286,1071.1,0.60891,0.32411,0.85246,0.99733,0.99996,0.995,0.88287,0.54163,0.26482,0.83219,0.000804878,0.000804878,0.000804878
287,1074.86,0.65171,0.33632,0.85619,0.9971,0.99761,0.99499,0.86581,0.58951,0.28387,0.84172,0.000803804,0.000803804,0.000803804
288,1078.6,0.64767,0.33424,0.84582,0.99898,1,0.995,0.88,0.5463,0.27649,0.83195,0.00080273,0.00080273,0.00080273
289,1082.49,0.66812,0.34652,0.85591,0.99801,1,0.995,0.8848,0.52058,0.26132,0.82622,0.000801656,0.000801656,0.000801656
290,1086.19,0.68497,0.33947,0.87182,0.99869,1,0.995,0.87788,0.53518,0.27,0.83187,0.000800582,0.000800582,0.000800582
291,1089.86,0.63689,0.32487,0.83685,0.99876,0.99892,0.995,0.89267,0.51552,0.26145,0.82632,0.000799508,0.000799508,0.000799508
292,1093.63,0.6276,0.32784,0.83979,0.997,0.99935,0.995,0.89238,0.52001,0.25936,0.82684,0.000798434,0.000798434,0.000798434
293,1097.29,0.60096,0.31789,0.8542,0.99776,0.9996,0.995,0.89104,0.5308,0.26256,0.82948,0.000797359,0.000797359,0.000797359
294,1101.15,0.60614,0.32769,0.84336,0.99838,0.99975,0.995,0.89406,0.51217,0.25968,0.8237,0.000796285,0.000796285,0.000796285
295,1104.84,0.61428,0.33115,0.85117,0.9978,0.99849,0.995,0.89985,0.4872,0.25027,0.81908,0.000795211,0.000795211,0.000795211
296,1108.55,0.59988,0.31262,0.83785,0.99888,0.99887,0.995,0.88948,0.51765,0.25914,0.82371,0.000794137,0.000794137,0.000794137
297,1112.18,0.60232,0.31797,0.86514,0.9988,0.99918,0.995,0.89204,0.51217,0.25781,0.82438,0.000793063,0.000793063,0.000793063
298,1115.77,0.59026,0.31251,0.84376,0.99746,0.99679,0.995,0.88392,0.5028,0.25776,0.82382,0.000791989,0.000791989,0.000791989
299,1119.55,0.59294,0.32049,0.84673,0.99628,1,0.995,0.89483,0.48809,0.25303,0.81944,0.000790915,0.000790915,0.000790915
300,1123.26,0.61692,0.32158,0.86387,0.99791,0.99696,0.995,0.87936,0.52411,0.27015,0.82688,0.000789841,0.000789841,0.000789841
301,1126.96,0.62363,0.34661,0.86435,0.99719,0.99662,0.995,0.88843,0.50879,0.26844,0.82351,0.000788767,0.000788767,0.000788767
302,1130.62,0.63305,0.36987,0.86233,0.99619,0.99841,0.995,0.88685,0.50014,0.25696,0.82344,0.000787692,0.000787692,0.000787692
303,1134.31,0.59686,0.31595,0.84149,0.99792,0.99887,0.995,0.8905,0.51264,0.26702,0.82497,0.000786618,0.000786618,0.000786618
304,1137.99,0.61376,0.32215,0.85534,0.99894,0.99887,0.995,0.89077,0.50197,0.25994,0.82256,0.000785544,0.000785544,0.000785544
305,1141.8,0.61169,0.33489,0.84051,0.99899,0.99989,0.995,0.8919,0.51418,0.2607,0.82682,0.00078447,0.00078447,0.00078447
306,1145.43,0.62079,0.3325,0.83629,0.99816,0.99904,0.995,0.90528,0.4961,0.25876,0.82247,0.000783396,0.000783396,0.000783396
307,1149.19,0.59574,0.31413,0.84987,0.99811,0.99887,0.995,0.90161,0.47674,0.25469,0.81952,0.000782322,0.000782322,0.000782322
308,1152.85,0.62062,0.33416,0.85047,0.99761,0.99927,0.995,0.90189,0.48079,0.25421,0.81935,0.000781248,0.000781248,0.000781248
309,1156.55,0.59474,0.31897,0.84635,0.99774,0.99916,0.995,0.89915,0.4849,0.25955,0.81898,0.000780174,0.000780174,0.000780174
310,1160.38,0.59465,0.32882,0.84728,0.99865,0.99985,0.995,0.89073,0.53478,0.26732,0.82876,0.0007791,0.0007791,0.0007791
311,1164.01,0.57771,0.31272,0.84194,0.99825,0.99972,0.995,0.89713,0.50227,0.25739,0.82329,0.000778025,0.000778025,0.000778025
312,1167.67,0.61765,0.35319,0.83714,0.99821,0.99917,0.995,0.89048,0.52014,0.26098,0.82659,0.000776951,0.000776951,0.000776951
313,1171.35,0.57611,0.31132,0.82769,0.99819,0.99908,0.995,0.89235,0.50125,0.26012,0.82134,0.000775877,0.000775877,0.000775877
314,1175.04,0.58674,0.31214,0.84377,0.99773,0.99887,0.995,0.90187,0.4731,0.25295,0.81646,0.000774803,0.000774803,0.000774803
315,1178.9,0.60665,0.31717,0.8366,0.99687,0.99887,0.995,0.88402,0.52365,0.27993,0.82795,0.000773729,0.000773729,0.000773729
316,1182.56,0.59824,0.33036,0.84496,0.99417,0.99937,0.995,0.89676,0.48568,0.26068,0.81782,0.000772655,0.000772655,0.000772655
317,1186.22,0.52657,0.33079,0.76805,0.99482,0.99804,0.995,0.89354,0.48774,0.26697,0.81932,0.000771581,0.000771581,0.000771581
318,1189.88,0.57516,0.31147,0.84144,0.99765,0.99813,0.99498,0.89132,0.51082,0.26282,0.82305,0.000770507,0.000770507,0.000770507
319,1193.53,0.59283,0.3211,0.84028,0.99889,0.99969,0.995,0.89408,0.49345,0.25568,0.82195,0.000769433,0.000769433,0.000769433
320,1197.39,0.57359,0.30891,0.83946,0.99911,0.99995,0.995,0.89571,0.50554,0.26191,0.82113,0.000768358,0.000768358,0.000768358
321,1201.08,0.60221,0.31178,0.84703,0.99851,0.99998,0.995,0.89749,0.48396,0.25563,0.81763,0.000767284,0.000767284,0.000767284
322,1204.76,0.59019,0.31618,0.8441,0.99695,0.99994,0.995,0.88064,0.53242,0.27156,0.82686,0.00076621,0.00076621,0.00076621
323,1208.42,0.61246,0.31619,0.84929,0.99655,0.99872,0.995,0.88674,0.51229,0.26089,0.8231,0.000765136,0.000765136,0.000765136
324,1212.1,0.6218,0.33281,0.82987,0.99834,0.99914,0.995,0.89016,0.49032,0.25822,0.8194,0.000764062,0.000764062,0.000764062
325,1215.77,0.59903,0.32028,0.82352,0.99871,0.99911,0.995,0.88802,0.49451,0.26336,0.8202,0.000762988,0.000762988,0.000762988
326,1219.6,0.64896,0.33751,0.88377,0.99847,0.99962,0.995,0.9027,0.46565,0.24517,0.8129,0.000761914,0.000761914,0.000761914
327,1223.29,0.58562,0.3122,0.84207,0.99861,0.99944,0.995,0.89328,0.48489,0.25023,0.81808,0.00076084,0.00076084,0.00076084
328,1226.99,0.57324,0.29914,0.83046,0.99892,0.99969,0.995,0.89817,0.46495,0.24544,0.81264,0.000759766,0.000759766,0.000759766
329,1230.77,0.59967,0.31819,0.83241,0.99874,0.99902,0.995,0.89896,0.46143,0.24653,0.81202,0.000758691,0.000758691,0.000758691
330,1234.47,0.53941,0.29815,0.82518,0.99848,0.99787,0.995,0.90172,0.4745,0.25072,0.81531,0.000757617,0.000757617,0.000757617
331,1238.3,0.59946,0.31393,0.85344,0.99844,0.99752,0.995,0.9029,0.4541,0.24323,0.8125,0.000756543,0.000756543,0.000756543
332,1241.99,0.57261,0.31283,0.82744,0.99753,0.99771,0.99499,0.90204,0.45601,0.24487,0.81217,0.000755469,0.000755469,0.000755469
333,1245.65,0.54915,0.29453,0.83617,0.99773,0.99826,0.99499,0.90467,0.45243,0.2457,0.81159,0.000754395,0.000754395,0.000754395
334,1249.32,0.56631,0.3072,0.81695,0.99781,0.99719,0.995,0.91082,0.43168,0.2389,0.8071,0.000753321,0.000753321,0.000753321
335,1253.06,0.55735,0.30539,0.83146,0.99707,0.99734,0.995,0.90576,0.44342,0.24063,0.80907,0.000752247,0.000752247,0.000752247
336,1256.84,0.54472,0.30461,0.81612,0.9976,1,0.995,0.90341,0.45787,0.24417,0.81171,0.000751173,0.000751173,0.000751173
337,1260.44,0.5538,0.30497,0.82697,0.99812,0.99961,0.995,0.90539,0.44553,0.24437,0.81003,0.000750099,0.000750099,0.000750099
338,1264.03,0.55423,0.29901,0.84368,0.99795,1,0.995,0.90711,0.44836,0.24232,0.81054,0.000749024,0.000749024,0.000749024
339,1267.7,0.57705,0.31563,0.8319,0.99816,0.99886,0.995,0.90169,0.47725,0.25424,0.81621,0.00074795,0.00074795,0.00074795
340,1271.39,0.59233,0.31654,0.83769,0.99719,0.99782,0.995,0.90094,0.47586,0.25565,0.81623,0.000746876,0.000746876,0.000746876
341,1275.27,0.59673,0.32944,0.84974,0.99803,0.99682,0.995,0.89992,0.48306,0.26069,0.81506,0.000745802,0.000745802,0.000745802
342,1278.98,0.58753,0.31374,0.82151,0.99732,1,0.995,0.91008,0.44457,0.24549,0.81002,0.000744728,0.000744728,0.000744728
343,1282.63,0.56947,0.31568,0.8268,0.99807,1,0.995,0.9059,0.45838,0.25197,0.81192,0.000743654,0.000743654,0.000743654
344,1286.35,0.55762,0.30476,0.82871,0.99817,1,0.995,0.9132,0.43961,0.24228,0.80883,0.00074258,0.00074258,0.00074258
345,1290.07,0.53334,0.29581,0.82914,0.99848,0.99942,0.995,0.89687,0.47906,0.25506,0.81784,0.000741506,0.000741506,0.000741506
346,1293.78,0.54415,0.29708,0.82284,0.99672,0.99943,0.995,0.90844,0.46817,0.24874,0.81341,0.000740432,0.000740432,0.000740432
347,1297.61,0.54118,0.30452,0.83273,0.99726,0.99803,0.995,0.91227,0.44153,0.2394,0.80784,0.000739357,0.000739357,0.000739357
348,1301.29,0.53515,0.30416,0.85039,0.99629,0.99939,0.995,0.90417,0.47477,0.24651,0.81536,0.000738283,0.000738283,0.000738283
349,1304.96,0.53168,0.30346,0.84084,0.99795,0.9989,0.995,0.90833,0.45039,0.23967,0.81038,0.000737209,0.000737209,0.000737209
350,1308.61,0.50616,0.48402,0.76729,0.99871,0.9979,0.995,0.91037,0.4366,0.2396,0.80933,0.000736135,0.000736135,0.000736135
351,1312.26,0.53637,0.29348,0.83012,0.99885,0.99762,0.995,0.91272,0.41992,0.24385,0.8038,0.000735061,0.000735061,0.000735061
352,1316.14,0.50897,0.30887,0.83592,0.99905,0.99765,0.995,0.9195,0.41549,0.23051,0.80344,0.000733987,0.000733987,0.000733987
353,1319.85,0.55574,0.30688,0.82443,0.99745,0.99773,0.995,0.91241,0.42952,0.24287,0.80606,0.000732913,0.000732913,0.000732913
354,1323.54,0.55504,0.30949,0.83859,0.99712,0.99841,0.995,0.90613,0.45089,0.24435,0.8095,0.000731839,0.000731839,0.000731839
355,1327.18,0.54866,0.30634,0.83537,0.99699,0.99876,0.995,0.9104,0.44308,0.24276,0.80752,0.000730765,0.000730765,0.000730765
356,1330.87,0.52443,0.29458,0.84774,0.9974,0.99822,0.995,0.91277,0.4243,0.24624,0.80354,0.00072969,0.00072969,0.00072969
357,1334.72,0.53158,0.30048,0.82519,0.99781,0.99901,0.995,0.90936,0.43158,0.23591,0.80558,0.000728616,0.000728616,0.000728616
358,1338.46,0.59873,0.31839,0.86073,0.99816,0.99972,0.995,0.90819,0.44022,0.24279,0.80654,0.000727542,0.000727542,0.000727542
359,1342.15,0.5471,0.30624,0.83213,0.99805,1,0.995,0.89861,0.45858,0.25322,0.81055,0.000726468,0.000726468,0.000726468
360,1345.79,0.5422,0.30066,0.83167,0.99838,1,0.995,0.90378,0.46167,0.24578,0.81036,0.000725394,0.000725394,0.000725394
361,1349.39,0.54758,0.29764,0.84131,0.99754,0.99852,0.995,0.91587,0.43015,0.23851,0.80433,0.00072432,0.00072432,0.00072432
362,1353.04,0.55142,0.29624,0.83157,0.99782,0.99887,0.995,0.90709,0.44094,0.24104,0.80586,0.000723246,0.000723246,0.000723246
363,1356.8,0.56689,0.30989,0.82392,0.99896,0.99952,0.995,0.91546,0.42215,0.23818,0.8035,0.000722172,0.000722172,0.000722172
364,1360.38,0.56072,0.30893,0.81977,0.99857,0.99951,0.995,0.91433,0.42959,0.23938,0.80529,0.000721098,0.000721098,0.000721098
365,1364.05,0.5298,0.30669,0.83426,0.99846,1,0.995,0.91445,0.42721,0.23451,0.80484,0.000720023,0.000720023,0.000720023
366,1367.64,0.52665,0.29809,0.82261,0.99855,1,0.995,0.91105,0.42906,0.23602,0.80447,0.000718949,0.000718949,0.000718949
367,1371.3,0.54262,0.29679,0.8395,0.99875,1,0.995,0.91641,0.44065,0.23631,0.80567,0.000717875,0.000717875,0.000717875
368,1375.12,0.52673,0.29651,0.82686,0.9987,1,0.995,0.91899,0.42343,0.23577,0.80517,0.000716801,0.000716801,0.000716801
369,1378.71,0.54431,0.30124,0.83445,0.9986,0.99995,0.995,0.91431,0.42627,0.2341,0.80571,0.000715727,0.000715727,0.000715727
