epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,686.066,0.76365,0.3865,0.89648,0.99401,0.99728,0.99326,0.84028,0.71081,0.32393,0.87757,0.000919808,0.000919808,0.000919808
180,689.984,0.76424,0.39213,0.87989,0.99341,0.99683,0.99474,0.83917,0.6862,0.31874,0.87442,0.000918734,0.000918734,0.000918734
181,693.734,0.74885,0.37203,0.86713,0.99414,0.99774,0.99491,0.84219,0.68199,0.31354,0.87255,0.00091766,0.00091766,0.00091766
182,697.579,0.74479,0.38348,0.89117,0.99634,0.99956,0.99486,0.84662,0.6627,0.30811,0.86888,0.000916586,0.000916586,0.000916586
183,701.554,0.69927,0.36791,0.86919,0.99724,0.99926,0.99475,0.84435,0.6627,0.3053,0.87079,0.000915512,0.000915512,0.000915512
184,705.387,0.71474,0.36518,0.8704,0.99587,0.99497,0.99469,0.83501,0.6939,0.31398,0.87858,0.000914438,0.000914438,0.000914438
185,709.274,0.73061,0.38347,0.8666,0.99593,0.99376,0.99486,0.8316,0.68452,0.3231,0.87626,0.000913364,0.000913364,0.000913364
186,713.092,0.73587,0.36881,0.9016,0.9963,0.99727,0.99497,0.82876,0.69876,0.32677,0.8807,0.000912289,0.000912289,0.000912289
187,716.834,0.73722,0.37066,0.86798,0.99571,0.99743,0.995,0.84119,0.67519,0.32066,0.87231,0.000911215,0.000911215,0.000911215
188,720.974,0.75833,0.37887,0.88827,0.99599,0.99872,0.995,0.8453,0.66153,0.30783,0.8694,0.000910141,0.000910141,0.000910141
189,724.78,0.74013,0.3794,0.88312,0.9953,0.99798,0.99499,0.84156,0.66851,0.31211,0.87084,0.000909067,0.000909067,0.000909067
190,728.711,0.73003,0.3716,0.87654,0.99579,0.99733,0.995,0.83645,0.67065,0.30649,0.87266,0.000907993,0.000907993,0.000907993
191,732.44,0.71008,0.36303,0.86677,0.99472,0.99651,0.995,0.84119,0.6753,0.30403,0.8689,0.000906919,0.000906919,0.000906919
192,736.245,0.75055,0.39217,0.88031,0.99803,0.99759,0.995,0.84538,0.65421,0.30278,0.86567,0.000905845,0.000905845,0.000905845
193,739.957,0.72263,0.36259,0.86662,0.99817,0.99918,0.995,0.85478,0.6512,0.29605,0.86643,0.000904771,0.000904771,0.000904771
194,743.654,0.70117,0.37042,0.87314,0.99447,0.99887,0.995,0.8439,0.67647,0.30242,0.87484,0.000903697,0.000903697,0.000903697
195,747.67,0.72667,0.37445,0.88325,0.9922,0.99435,0.99499,0.85086,0.65606,0.30481,0.86711,0.000902622,0.000902622,0.000902622
196,751.405,0.77235,0.37133,0.88396,0.99375,0.99867,0.99467,0.84144,0.68204,0.31011,0.87514,0.000901548,0.000901548,0.000901548
197,755.262,0.74538,0.36943,0.89227,0.99373,0.99911,0.99419,0.83553,0.70648,0.31957,0.88028,0.000900474,0.000900474,0.000900474
198,758.981,0.74953,0.37571,0.87274,0.9965,0.99848,0.99443,0.85896,0.63921,0.29862,0.86145,0.0008994,0.0008994,0.0008994
199,762.81,0.71647,0.36216,0.86864,0.99751,0.99901,0.99484,0.8573,0.6284,0.29434,0.85881,0.000898326,0.000898326,0.000898326
200,766.428,0.7182,0.35944,0.89444,0.99628,0.99951,0.99497,0.85082,0.65084,0.29637,0.86735,0.000897252,0.000897252,0.000897252
201,770.034,0.73082,0.37802,0.87051,0.99797,0.99916,0.995,0.85589,0.63218,0.29463,0.8609,0.000896178,0.000896178,0.000896178
202,773.855,0.74194,0.39278,0.89761,0.99744,0.99945,0.995,0.8563,0.63491,0.29691,0.86018,0.000895104,0.000895104,0.000895104
203,777.994,0.73807,0.35862,0.88435,0.99797,0.99914,0.995,0.85687,0.63078,0.29422,0.85841,0.00089403,0.00089403,0.00089403
204,781.814,0.6984,0.36284,0.85373,0.99543,0.99872,0.99499,0.86119,0.63608,0.29613,0.86209,0.000892955,0.000892955,0.000892955
205,785.582,0.69037,0.35942,0.87147,0.99755,0.99745,0.99499,0.86662,0.6136,0.29042,0.85566,0.000891881,0.000891881,0.000891881
206,789.461,0.66711,0.3499,0.85951,0.99458,0.99556,0.99499,0.85678,0.62788,0.28949,0.8594,0.000890807,0.000890807,0.000890807
207,793.264,0.69115,0.35056,0.87442,0.99508,0.99699,0.99499,0.85433,0.62964,0.29798,0.85849,0.000889733,0.000889733,0.000889733
208,797.061,0.70425,0.36609,0.86407,0.99719,0.99882,0.995,0.84391,0.66624,0.30362,0.8682,0.000888659,0.000888659,0.000888659
209,800.821,0.70948,0.37336,0.86052,0.99829,0.99932,0.995,0.8541,0.64642,0.30162,0.86249,0.000887585,0.000887585,0.000887585
210,804.532,0.69631,0.35752,0.8764,0.99791,1,0.995,0.84669,0.65673,0.3004,0.86738,0.000886511,0.000886511,0.000886511
211,808.646,0.68,0.35878,0.86051,0.9979,0.99895,0.995,0.8558,0.6351,0.29758,0.85684,0.000885437,0.000885437,0.000885437
212,812.5,0.6938,0.36494,0.85258,0.99734,0.99882,0.995,0.86013,0.61373,0.29278,0.85354,0.000884363,0.000884363,0.000884363
213,816.278,0.68375,0.3789,0.85325,0.99664,0.99788,0.99499,0.85695,0.62379,0.29277,0.8572,0.000883288,0.000883288,0.000883288
214,819.948,0.68199,0.3517,0.86328,0.99779,0.9985,0.99499,0.86597,0.59548,0.28493,0.85231,0.000882214,0.000882214,0.000882214
215,823.597,0.69596,0.34741,0.85279,0.99819,0.99885,0.995,0.85807,0.63347,0.28402,0.86157,0.00088114,0.00088114,0.00088114
216,827.57,0.71109,0.36329,0.88149,0.99879,0.99943,0.995,0.8576,0.61876,0.28237,0.85702,0.000880066,0.000880066,0.000880066
217,831.491,0.68455,0.35886,0.85294,0.99882,0.99866,0.995,0.85587,0.65282,0.30478,0.86466,0.000878992,0.000878992,0.000878992
218,835.113,0.68142,0.35547,0.85996,0.99641,0.99925,0.995,0.85822,0.61429,0.2992,0.85434,0.000877918,0.000877918,0.000877918
219,839.235,0.70032,0.35578,0.84966,0.99598,0.99887,0.995,0.86084,0.61746,0.3008,0.85491,0.000876844,0.000876844,0.000876844
220,843.077,0.69766,0.35219,0.856,0.99832,0.99856,0.995,0.85993,0.61593,0.29063,0.85415,0.00087577,0.00087577,0.00087577
221,846.805,0.82398,0.75546,0.96136,0.99689,0.99757,0.995,0.85829,0.63413,0.3047,0.85946,0.000874696,0.000874696,0.000874696
222,850.371,0.70324,0.38271,0.86855,0.99616,0.99687,0.99499,0.86234,0.6195,0.29286,0.85553,0.000873621,0.000873621,0.000873621
223,854.008,0.68593,0.35098,0.87559,0.99754,0.99665,0.995,0.86078,0.61322,0.29101,0.85587,0.000872547,0.000872547,0.000872547
224,857.792,0.63294,0.351,0.79858,0.99517,0.99874,0.995,0.86231,0.58898,0.28563,0.85002,0.000871473,0.000871473,0.000871473
225,861.5,0.63076,0.35306,0.78709,0.99787,0.99725,0.995,0.86652,0.58991,0.28111,0.84802,0.000870399,0.000870399,0.000870399
226,865.437,0.68177,0.35479,0.8595,0.99798,0.99738,0.995,0.86847,0.59957,0.27682,0.85105,0.000869325,0.000869325,0.000869325
227,869.274,0.67259,0.34845,0.86003,0.99476,0.99865,0.995,0.85201,0.61884,0.28578,0.85757,0.000868251,0.000868251,0.000868251
228,873.043,0.67386,0.35179,0.85705,0.9971,0.99855,0.995,0.87276,0.59743,0.28493,0.84954,0.000867177,0.000867177,0.000867177
229,876.953,0.70848,0.35192,0.86178,0.995,0.99859,0.995,0.86739,0.59682,0.28547,0.84872,0.000866103,0.000866103,0.000866103
230,880.61,0.67333,0.34761,0.86643,0.99686,0.99629,0.995,0.87297,0.58108,0.281,0.84644,0.000865029,0.000865029,0.000865029
231,884.449,0.63057,0.33492,0.79039,0.99822,0.99958,0.995,0.86299,0.61153,0.28417,0.85184,0.000863954,0.000863954,0.000863954
232,888.264,0.68015,0.34336,0.8692,0.99865,1,0.995,0.87704,0.582,0.2775,0.84473,0.00086288,0.00086288,0.00086288
233,892.138,0.66929,0.35328,0.86521,0.99894,1,0.995,0.87186,0.56662,0.28231,0.84253,0.000861806,0.000861806,0.000861806
234,896.007,0.67406,0.34408,0.87066,0.99677,0.99935,0.995,0.86462,0.59624,0.28552,0.84949,0.000860732,0.000860732,0.000860732
235,899.903,0.65338,0.33443,0.85771,0.9966,0.99957,0.995,0.86425,0.59275,0.28107,0.84937,0.000859658,0.000859658,0.000859658
236,903.554,0.6649,0.33974,0.85067,0.99769,0.99743,0.99499,0.87124,0.58435,0.27819,0.8472,0.000858584,0.000858584,0.000858584
237,907.31,0.65504,0.36978,0.87973,0.99801,0.99839,0.995,0.8705,0.56444,0.27747,0.84285,0.00085751,0.00085751,0.00085751
238,911.157,0.66231,0.34863,0.85491,0.99636,0.99872,0.995,0.86878,0.56324,0.27451,0.84111,0.000856436,0.000856436,0.000856436
239,914.912,0.67881,0.3627,0.87028,0.99736,0.99998,0.995,0.87543,0.5715,0.28063,0.84455,0.000855362,0.000855362,0.000855362
240,918.634,0.66311,0.33729,0.84794,0.99825,1,0.995,0.86644,0.59972,0.28703,0.84888,0.000854287,0.000854287,0.000854287
241,922.446,0.64771,0.34435,0.84709,0.99619,0.99884,0.99499,0.88009,0.55958,0.2736,0.84025,0.000853213,0.000853213,0.000853213
242,926.51,0.63798,0.33835,0.8479,0.99792,0.99931,0.995,0.87237,0.55453,0.28105,0.83773,0.000852139,0.000852139,0.000852139
243,930.264,0.66801,0.34848,0.8528,0.99717,0.99813,0.995,0.87668,0.55679,0.27703,0.83812,0.000851065,0.000851065,0.000851065
244,934.026,0.65182,0.34067,0.85757,0.99662,0.99883,0.995,0.87365,0.57396,0.2756,0.84137,0.000849991,0.000849991,0.000849991
245,937.843,0.63214,0.33018,0.85879,0.99735,0.99929,0.995,0.87294,0.54989,0.266,0.83567,0.000848917,0.000848917,0.000848917
246,941.65,0.64514,0.32901,0.85881,0.99717,0.99956,0.995,0.87129,0.56335,0.27392,0.8399,0.000847843,0.000847843,0.000847843
247,945.433,0.67002,0.33494,0.87869,0.99778,0.99912,0.995,0.87634,0.54678,0.27038,0.83636,0.000846769,0.000846769,0.000846769
248,949.335,0.64184,0.35178,0.85366,0.99887,0.99809,0.995,0.88375,0.53761,0.26531,0.83616,0.000845695,0.000845695,0.000845695
249,953.247,0.60481,0.3252,0.83633,0.99751,0.99943,0.995,0.87344,0.55785,0.26753,0.837,0.00084462,0.00084462,0.00084462
250,957.257,0.62758,0.32605,0.84677,0.99837,1,0.995,0.88392,0.53297,0.26672,0.83249,0.000843546,0.000843546,0.000843546
251,961.116,0.63178,0.33105,0.85867,0.99906,0.9995,0.995,0.88005,0.55545,0.26835,0.83757,0.000842472,0.000842472,0.000842472
252,964.805,0.64224,0.33691,0.86309,0.99857,0.99958,0.995,0.88328,0.54411,0.26652,0.83447,0.000841398,0.000841398,0.000841398
253,968.483,0.61427,0.31977,0.85643,0.99826,0.99977,0.995,0.8727,0.57108,0.27547,0.84133,0.000840324,0.000840324,0.000840324
254,972.184,0.63619,0.33764,0.86054,0.9977,0.99934,0.995,0.86522,0.61142,0.28869,0.85252,0.00083925,0.00083925,0.00083925
255,975.878,0.63822,0.33371,0.85721,0.99821,0.99808,0.995,0.85578,0.58358,0.27647,0.845,0.000838176,0.000838176,0.000838176
256,979.622,0.63853,0.33536,0.85255,0.99825,0.99933,0.995,0.88041,0.5435,0.26448,0.83597,0.000837102,0.000837102,0.000837102
257,983.574,0.61809,0.32744,0.8541,0.999,0.99921,0.995,0.88427,0.54476,0.26398,0.83442,0.000836027,0.000836027,0.000836027
258,987.392,0.63742,0.34066,0.86369,0.99842,0.99934,0.995,0.88962,0.51962,0.26224,0.82988,0.000834953,0.000834953,0.000834953
259,991.328,0.61945,0.32582,0.86623,0.99859,0.99954,0.995,0.88645,0.50746,0.25669,0.82764,0.000833879,0.000833879,0.000833879
260,995.136,0.62213,0.32569,0.86309,0.99833,0.99975,0.995,0.87423,0.54405,0.26188,0.83568,0.000832805,0.000832805,0.000832805
261,998.759,0.63155,0.32772,0.85373,0.99821,0.99956,0.995,0.88241,0.53181,0.27059,0.83283,0.000831731,0.000831731,0.000831731
262,1002.59,0.58534,0.32603,0.84997,0.9979,0.99902,0.995,0.88462,0.52294,0.26298,0.8301,0.000830657,0.000830657,0.000830657
263,1006.43,0.54179,0.29769,0.76669,0.99753,0.99933,0.995,0.88648,0.52579,0.25879,0.83037,0.000829583,0.000829583,0.000829583
264,1010.21,0.59403,0.31805,0.85055,0.9981,0.9989,0.995,0.8885,0.52015,0.25959,0.82844,0.000828509,0.000828509,0.000828509
265,1014.33,0.62322,0.33339,0.83348,0.99816,0.99824,0.995,0.88395,0.53448,0.26682,0.83192,0.000827435,0.000827435,0.000827435
266,1018.16,0.59398,0.32132,0.83329,0.99707,0.99944,0.995,0.88091,0.53451,0.26171,0.83283,0.00082636,0.00082636,0.00082636
267,1022.01,0.63176,0.34158,0.83121,0.99866,0.99892,0.995,0.88761,0.51331,0.25811,0.82722,0.000825286,0.000825286,0.000825286
268,1025.77,0.631,0.33677,0.84829,0.99836,0.99986,0.995,0.89068,0.51822,0.26128,0.82587,0.000824212,0.000824212,0.000824212
269,1029.52,0.57725,0.30583,0.84259,0.99856,1,0.995,0.89294,0.50024,0.25858,0.8248,0.000823138,0.000823138,0.000823138
270,1033.17,0.62831,0.3363,0.85409,0.99765,1,0.995,0.88442,0.52075,0.26038,0.82996,0.000822064,0.000822064,0.000822064
271,1037.04,0.60516,0.32521,0.84799,0.99767,0.99974,0.99499,0.88922,0.51766,0.26496,0.82864,0.00082099,0.00082099,0.00082099
272,1041.08,0.59734,0.32218,0.84855,0.99844,0.99995,0.995,0.88961,0.51155,0.26063,0.82627,0.000819916,0.000819916,0.000819916
273,1044.75,0.57962,0.30886,0.83406,0.99851,0.9998,0.995,0.89196,0.50735,0.25699,0.82476,0.000818842,0.000818842,0.000818842
274,1048.5,0.60798,0.32199,0.8365,0.99865,0.99978,0.995,0.89505,0.51017,0.25456,0.82458,0.000817768,0.000817768,0.000817768
275,1052.23,0.63727,0.31653,0.86522,0.99884,0.99974,0.995,0.89079,0.50001,0.25303,0.82537,0.000816693,0.000816693,0.000816693
276,1056.06,0.62884,0.32691,0.86148,0.99781,0.99978,0.995,0.88863,0.51369,0.25692,0.82651,0.000815619,0.000815619,0.000815619
277,1059.85,0.61804,0.32402,0.84901,0.99754,0.99955,0.995,0.89657,0.49098,0.2548,0.82435,0.000814545,0.000814545,0.000814545
278,1063.67,0.57769,0.31434,0.83359,0.99707,0.99916,0.995,0.89741,0.49484,0.25165,0.82174,0.000813471,0.000813471,0.000813471
279,1067.59,0.58994,0.31791,0.83715,0.99541,0.99887,0.995,0.89365,0.4869,0.25895,0.82148,0.000812397,0.000812397,0.000812397
280,1071.65,0.59497,0.31185,0.85276,0.99442,1,0.99497,0.90211,0.47996,0.25522,0.8208,0.000811323,0.000811323,0.000811323
281,1075.4,0.58712,0.32117,0.84194,0.99691,0.99905,0.99495,0.89487,0.49267,0.25442,0.82313,0.000810249,0.000810249,0.000810249
282,1079.16,0.57584,0.30659,0.83881,0.99705,1,0.99498,0.89669,0.49061,0.25217,0.82206,0.000809175,0.000809175,0.000809175
283,1082.92,0.58271,0.31062,0.83611,0.99813,1,0.995,0.90262,0.469,0.24725,0.81755,0.000808101,0.000808101,0.000808101
284,1086.72,0.61831,0.34723,0.86768,0.99897,0.99966,0.995,0.90326,0.47122,0.24812,0.81808,0.000807026,0.000807026,0.000807026
285,1090.7,0.5893,0.314,0.83811,0.99909,0.99959,0.995,0.90463,0.47569,0.24785,0.81881,0.000805952,0.000805952,0.000805952
286,1094.64,0.59394,0.32692,0.85149,0.99911,1,0.995,0.89978,0.47637,0.25019,0.81834,0.000804878,0.000804878,0.000804878
287,1098.7,0.6143,0.32269,0.85287,0.99876,1,0.995,0.90457,0.47047,0.24488,0.81872,0.000803804,0.000803804,0.000803804
288,1102.51,0.58096,0.30988,0.82927,0.99895,0.99919,0.995,0.88696,0.50308,0.2536,0.82457,0.00080273,0.00080273,0.00080273
289,1106.26,0.61501,0.32716,0.8485,0.99813,0.99985,0.995,0.89769,0.46386,0.24424,0.81747,0.000801656,0.000801656,0.000801656
290,1110.03,0.59525,0.31106,0.84696,0.99848,1,0.995,0.89939,0.48594,0.24817,0.82017,0.000800582,0.000800582,0.000800582
291,1113.76,0.57345,0.30294,0.82306,0.99867,1,0.995,0.90732,0.45145,0.24034,0.81358,0.000799508,0.000799508,0.000799508
292,1117.53,0.59039,0.31861,0.83338,0.99865,0.99944,0.995,0.89973,0.48257,0.24331,0.82058,0.000798434,0.000798434,0.000798434
293,1121.25,0.54213,0.29952,0.84143,0.99886,0.99909,0.995,0.89977,0.49352,0.24755,0.82299,0.000797359,0.000797359,0.000797359
294,1125.01,0.58961,0.31394,0.8426,0.99882,1,0.995,0.90519,0.46953,0.24468,0.81668,0.000796285,0.000796285,0.000796285
295,1129.03,0.59517,0.32431,0.85547,0.99863,1,0.995,0.90859,0.47287,0.24666,0.81753,0.000795211,0.000795211,0.000795211
296,1132.94,0.57612,0.31914,0.83371,0.99732,1,0.995,0.90039,0.48689,0.24641,0.81934,0.000794137,0.000794137,0.000794137
297,1136.64,0.56514,0.31417,0.8516,0.99874,1,0.995,0.89985,0.48739,0.24592,0.82011,0.000793063,0.000793063,0.000793063
298,1140.48,0.55858,0.30461,0.83419,0.9991,1,0.995,0.90161,0.46803,0.24316,0.81571,0.000791989,0.000791989,0.000791989
299,1144.24,0.56263,0.30037,0.8392,0.99787,1,0.995,0.90653,0.45468,0.24058,0.8137,0.000790915,0.000790915,0.000790915
300,1148.12,0.56535,0.30946,0.8527,0.99777,0.99973,0.995,0.91125,0.44723,0.24714,0.81207,0.000789841,0.000789841,0.000789841
301,1151.93,0.56706,0.3153,0.84795,0.99878,1,0.995,0.91278,0.443,0.24435,0.81103,0.000788767,0.000788767,0.000788767
302,1155.63,0.59823,0.35461,0.86404,0.99818,1,0.995,0.91394,0.44344,0.23887,0.81046,0.000787692,0.000787692,0.000787692
303,1159.81,0.53477,0.29723,0.82994,0.99828,1,0.995,0.91307,0.44502,0.23817,0.81174,0.000786618,0.000786618,0.000786618
304,1163.54,0.58248,0.31404,0.84856,0.99828,0.99963,0.995,0.91459,0.4514,0.23914,0.81439,0.000785544,0.000785544,0.000785544
305,1167.55,0.5345,0.30336,0.82838,0.99873,1,0.995,0.91973,0.43216,0.23108,0.81105,0.00078447,0.00078447,0.00078447
306,1171.39,0.55708,0.31259,0.82439,0.99856,0.99997,0.995,0.91458,0.43503,0.23561,0.81056,0.000783396,0.000783396,0.000783396
307,1175.12,0.57635,0.30238,0.84552,0.99824,0.99959,0.995,0.90879,0.44789,0.23834,0.81212,0.000782322,0.000782322,0.000782322
308,1178.94,0.56393,0.31732,0.83926,0.99852,1,0.995,0.90651,0.45413,0.23359,0.81342,0.000781248,0.000781248,0.000781248
309,1182.69,0.58423,0.31118,0.84541,0.99862,1,0.995,0.90837,0.46131,0.23932,0.81407,0.000780174,0.000780174,0.000780174
310,1186.59,0.573,0.31305,0.84245,0.99757,1,0.995,0.90351,0.46872,0.24213,0.81493,0.0007791,0.0007791,0.0007791
311,1190.34,0.55172,0.30279,0.83682,0.99885,0.99982,0.995,0.91433,0.46129,0.24059,0.81495,0.000778025,0.000778025,0.000778025
312,1194.09,0.59177,0.35184,0.83298,0.99877,0.99922,0.995,0.89804,0.48328,0.2463,0.81985,0.000776951,0.000776951,0.000776951
313,1197.97,0.55514,0.30661,0.82513,0.99899,0.99913,0.995,0.90784,0.46089,0.24333,0.81479,0.000775877,0.000775877,0.000775877
314,1201.73,0.54563,0.30761,0.82995,0.99893,0.9995,0.995,0.91335,0.44967,0.23575,0.81341,0.000774803,0.000774803,0.000774803
315,1205.62,0.56015,0.30307,0.82979,0.99869,0.99906,0.995,0.90858,0.46812,0.24063,0.81494,0.000773729,0.000773729,0.000773729
316,1209.46,0.56682,0.31774,0.84091,0.9989,0.99942,0.995,0.91192,0.4497,0.24275,0.81139,0.000772655,0.000772655,0.000772655
317,1213.23,0.49185,0.3326,0.76097,0.99867,0.99981,0.995,0.91249,0.44634,0.23841,0.81094,0.000771581,0.000771581,0.000771581
318,1217.34,0.56079,0.3062,0.83811,0.99836,0.99947,0.995,0.90157,0.48706,0.24901,0.81954,0.000770507,0.000770507,0.000770507
319,1221.24,0.53749,0.29807,0.83737,0.9983,0.99933,0.995,0.91332,0.44085,0.23864,0.81102,0.000769433,0.000769433,0.000769433
320,1225,0.54065,0.29664,0.83659,0.99854,0.99936,0.995,0.91179,0.41938,0.23405,0.80654,0.000768358,0.000768358,0.000768358
321,1228.86,0.57295,0.3023,0.84316,0.99833,0.99958,0.995,0.91062,0.42728,0.23525,0.80725,0.000767284,0.000767284,0.000767284
322,1232.43,0.5181,0.29267,0.82907,0.9985,0.99976,0.995,0.90917,0.4301,0.23795,0.80902,0.00076621,0.00076621,0.00076621
323,1236.04,0.55774,0.29628,0.83867,0.99903,0.99955,0.995,0.91333,0.42434,0.22868,0.80772,0.000765136,0.000765136,0.000765136
324,1239.88,0.56482,0.31198,0.81855,0.99857,0.99951,0.995,0.92221,0.4143,0.23244,0.80621,0.000764062,0.000764062,0.000764062
325,1243.74,0.54218,0.30101,0.81582,0.99846,0.99954,0.995,0.9204,0.40423,0.23024,0.80415,0.000762988,0.000762988,0.000762988
326,1247.76,0.56817,0.32453,0.85354,0.99852,1,0.995,0.9281,0.38979,0.22342,0.80087,0.000761914,0.000761914,0.000761914
327,1251.74,0.5271,0.28702,0.8301,0.99871,1,0.995,0.91841,0.40438,0.221,0.8034,0.00076084,0.00076084,0.00076084
328,1255.41,0.51157,0.28413,0.81937,0.99871,0.99981,0.995,0.92329,0.39941,0.22287,0.80234,0.000759766,0.000759766,0.000759766
329,1259.09,0.5525,0.29535,0.82345,0.99883,0.99932,0.995,0.92473,0.39828,0.22328,0.80194,0.000758691,0.000758691,0.000758691
330,1262.88,0.518,0.28504,0.81986,0.99878,0.99919,0.995,0.91228,0.41194,0.22736,0.80553,0.000757617,0.000757617,0.000757617
331,1266.66,0.59629,0.31056,0.85514,0.99846,0.99922,0.995,0.91225,0.42412,0.23204,0.80684,0.000756543,0.000756543,0.000756543
332,1270.52,0.54277,0.30113,0.82194,0.99838,0.99887,0.995,0.91036,0.43542,0.2369,0.80929,0.000755469,0.000755469,0.000755469
333,1274.58,0.52158,0.28785,0.83348,0.99827,0.99887,0.995,0.9134,0.42782,0.22996,0.80534,0.000754395,0.000754395,0.000754395
334,1278.42,0.57361,0.30727,0.81742,0.99793,0.99887,0.995,0.91723,0.41806,0.22669,0.8053,0.000753321,0.000753321,0.000753321
335,1282.2,0.52971,0.34445,0.8287,0.99881,0.99937,0.995,0.92176,0.41094,0.22503,0.80405,0.000752247,0.000752247,0.000752247
336,1285.96,0.49411,0.27751,0.80818,0.99883,0.99998,0.995,0.92876,0.39406,0.22054,0.80151,0.000751173,0.000751173,0.000751173
337,1289.92,0.51755,0.28897,0.82044,0.99873,1,0.995,0.91928,0.40298,0.22112,0.80211,0.000750099,0.000750099,0.000750099
338,1293.71,0.51139,0.28903,0.83641,0.99852,1,0.995,0.92816,0.38973,0.21686,0.80025,0.000749024,0.000749024,0.000749024
339,1297.5,0.52437,0.29614,0.82406,0.99876,0.99976,0.995,0.92875,0.38934,0.22139,0.7997,0.00074795,0.00074795,0.00074795
340,1301.28,0.52878,0.29123,0.83237,0.9987,1,0.995,0.92146,0.41132,0.22332,0.80293,0.000746876,0.000746876,0.000746876
341,1305.32,0.52007,0.29755,0.8367,0.99851,1,0.995,0.92787,0.39082,0.21887,0.80063,0.000745802,0.000745802,0.000745802
342,1309.14,0.52374,0.29245,0.8095,0.99782,0.99871,0.995,0.92509,0.39713,0.22426,0.80174,0.000744728,0.000744728,0.000744728
343,1312.98,0.51396,0.30244,0.81761,0.99797,0.9993,0.995,0.92494,0.39569,0.22161,0.80024,0.000743654,0.000743654,0.000743654
344,1316.79,0.50825,0.2883,0.81977,0.99814,0.99871,0.995,0.92473,0.40313,0.22853,0.80141,0.00074258,0.00074258,0.00074258
345,1320.6,0.51324,0.28387,0.82554,0.99871,1,0.995,0.90904,0.43457,0.23529,0.80808,0.000741506,0.000741506,0.000741506
346,1324.4,0.5099,0.29454,0.81422,0.99844,1,0.995,0.91815,0.42281,0.22601,0.80577,0.000740432,0.000740432,0.000740432
347,1328.31,0.50509,0.28211,0.82501,0.99835,1,0.995,0.92032,0.39238,0.21944,0.80088,0.000739357,0.000739357,0.000739357
348,1332.45,0.4995,0.29389,0.84523,0.99859,1,0.995,0.93168,0.37863,0.21695,0.79749,0.000738283,0.000738283,0.000738283
349,1336.32,0.51282,0.28495,0.83955,0.99865,1,0.995,0.91956,0.4045,0.22481,0.80119,0.000737209,0.000737209,0.000737209
350,1339.97,0.47154,0.39701,0.7616,0.99895,1,0.995,0.92278,0.38703,0.2182,0.79889,0.000736135,0.000736135,0.000736135
351,1343.78,0.50856,0.27683,0.82583,0.99875,0.99997,0.995,0.923,0.39493,0.22178,0.8007,0.000735061,0.000735061,0.000735061
352,1347.74,0.5154,0.29173,0.8423,0.99848,1,0.995,0.92882,0.38058,0.21965,0.79794,0.000733987,0.000733987,0.000733987
353,1351.65,0.50988,0.29598,0.81453,0.99815,0.99987,0.995,0.93117,0.38152,0.21399,0.79758,0.000732913,0.000732913,0.000732913
354,1355.48,0.50901,0.2902,0.82701,0.99779,1,0.995,0.92802,0.37998,0.21996,0.7982,0.000731839,0.000731839,0.000731839
355,1359.28,0.4995,0.28815,0.82874,0.99735,0.99887,0.995,0.93303,0.36634,0.21144,0.796,0.000730765,0.000730765,0.000730765
356,1363.24,0.487,0.27659,0.83986,0.99755,0.99891,0.995,0.92072,0.39294,0.21818,0.79968,0.00072969,0.00072969,0.00072969
357,1367.09,0.50031,0.28928,0.8167,0.99822,0.99887,0.995,0.92616,0.37777,0.21998,0.79773,0.000728616,0.000728616,0.000728616
358,1370.96,0.5278,0.30219,0.84156,0.99889,0.99947,0.995,0.92717,0.3835,0.22448,0.79693,0.000727542,0.000727542,0.000727542
359,1374.69,0.50908,0.29303,0.82611,0.99906,1,0.995,0.92724,0.38577,0.21968,0.79824,0.000726468,0.000726468,0.000726468
360,1378.53,0.49219,0.27803,0.82591,0.99871,1,0.995,0.93096,0.37383,0.21545,0.79763,0.000725394,0.000725394,0.000725394
361,1382.19,0.47954,0.27994,0.83072,0.99848,1,0.995,0.93989,0.35657,0.20936,0.79265,0.00072432,0.00072432,0.00072432
362,1386,0.51052,0.27627,0.82412,0.99859,1,0.995,0.94028,0.35993,0.21246,0.79285,0.000723246,0.000723246,0.000723246
363,1389.89,0.50689,0.28953,0.81501,0.99885,1,0.995,0.92801,0.3804,0.21683,0.79757,0.000722172,0.000722172,0.000722172
364,1394.04,0.50887,0.28963,0.81278,0.99904,0.99993,0.995,0.93786,0.35766,0.21134,0.79277,0.000721098,0.000721098,0.000721098
365,1397.83,0.51424,0.34039,0.83132,0.99903,0.99952,0.995,0.93767,0.36423,0.21064,0.7945,0.000720023,0.000720023,0.000720023
366,1401.65,0.47392,0.28188,0.81462,0.999,0.99933,0.995,0.92803,0.3781,0.21296,0.79775,0.000718949,0.000718949,0.000718949
367,1405.33,0.48253,0.27896,0.82786,0.99859,0.99945,0.995,0.93709,0.3641,0.21273,0.79449,0.000717875,0.000717875,0.000717875
368,1409.18,0.47339,0.27269,0.81812,0.99852,0.99928,0.995,0.94146,0.35276,0.21033,0.79345,0.000716801,0.000716801,0.000716801
