epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,102.01,0.92156,0.62037,0.90692,0.9792,0.99096,0.99011,0.76391,0.87059,0.46281,0.91085,0.00107126,0.00107126,0.00107126
39,104.564,0.91661,0.58929,0.91845,0.97606,0.9949,0.99121,0.7629,0.86663,0.46503,0.90826,0.00107018,0.00107018,0.00107018
40,107.267,0.93985,0.5893,0.90637,0.98127,0.99247,0.9901,0.76849,0.85142,0.45681,0.90726,0.00106911,0.00106911,0.00106911
41,109.812,0.91498,0.55994,0.90132,0.98239,0.99301,0.98871,0.7517,0.87419,0.45197,0.91314,0.00106804,0.00106804,0.00106804
42,112.331,0.89369,0.56619,0.90817,0.98207,0.99141,0.9888,0.76911,0.85348,0.45312,0.90798,0.00106696,0.00106696,0.00106696
43,114.87,0.92341,0.56401,0.92708,0.98438,0.99124,0.98951,0.76348,0.87283,0.45362,0.9184,0.00106589,0.00106589,0.00106589
44,117.444,0.90051,0.54329,0.8944,0.98216,0.9907,0.9928,0.76937,0.87861,0.45643,0.9122,0.00106481,0.00106481,0.00106481
45,119.961,0.88611,0.52908,0.91006,0.97994,0.99519,0.99361,0.78174,0.84543,0.43727,0.90797,0.00106374,0.00106374,0.00106374
46,122.537,0.89737,0.54739,0.92827,0.96712,0.98961,0.99299,0.77295,0.85231,0.44312,0.91211,0.00106266,0.00106266,0.00106266
47,125.092,0.88022,0.54215,0.91598,0.98764,0.98445,0.99382,0.77616,0.86524,0.43577,0.90683,0.00106159,0.00106159,0.00106159
48,127.615,0.94054,0.54996,0.9145,0.97911,0.99317,0.99078,0.7664,0.86387,0.49217,0.90472,0.00106052,0.00106052,0.00106052
49,130.145,0.92656,0.5395,0.89652,0.97785,0.98869,0.98967,0.7664,0.84663,0.44959,0.91025,0.00105944,0.00105944,0.00105944
50,132.735,0.91825,0.54921,0.90584,0.98154,0.99078,0.99263,0.77295,0.85052,0.46575,0.90623,0.00105837,0.00105837,0.00105837
51,135.271,0.89852,0.52858,0.90265,0.98837,0.98892,0.9942,0.76692,0.85087,0.43047,0.90565,0.00105729,0.00105729,0.00105729
52,137.986,0.88503,0.53928,0.90262,0.98051,0.99592,0.99201,0.76246,0.86086,0.4582,0.90848,0.00105622,0.00105622,0.00105622
53,140.544,0.87163,0.51704,0.89889,0.98355,0.99647,0.98964,0.76527,0.85086,0.4368,0.90551,0.00105515,0.00105515,0.00105515
54,143.125,0.92589,0.54257,0.91136,0.98361,0.99353,0.99054,0.76185,0.8625,0.43998,0.90894,0.00105407,0.00105407,0.00105407
55,145.678,0.89406,0.53183,0.8885,0.98491,0.99436,0.99146,0.78304,0.84909,0.43435,0.90295,0.001053,0.001053,0.001053
56,148.298,0.90164,0.51425,0.9044,0.98244,0.99367,0.99259,0.77684,0.84456,0.41885,0.9042,0.00105192,0.00105192,0.00105192
57,150.913,0.90615,0.51232,0.8912,0.9826,0.99156,0.99405,0.78134,0.83141,0.41945,0.9003,0.00105085,0.00105085,0.00105085
58,153.489,0.92091,0.5203,0.90844,0.98295,0.99349,0.99384,0.78291,0.82547,0.41563,0.8972,0.00104978,0.00104978,0.00104978
59,156.143,0.88827,0.49802,0.90201,0.98111,0.99415,0.99404,0.79276,0.81853,0.4016,0.8951,0.0010487,0.0010487,0.0010487
60,158.761,0.97351,0.54793,0.93541,0.98302,0.99755,0.99461,0.78949,0.83651,0.41139,0.89984,0.00104763,0.00104763,0.00104763
61,161.294,0.88268,0.51388,0.89669,0.99054,0.99173,0.99465,0.77324,0.83642,0.4055,0.90254,0.00104655,0.00104655,0.00104655
62,163.8,0.90016,0.51922,0.91616,0.99187,0.99326,0.9939,0.78631,0.81163,0.39235,0.8957,0.00104548,0.00104548,0.00104548
63,166.598,0.83865,0.47937,0.90444,0.99195,0.99241,0.99423,0.7932,0.8028,0.388,0.89005,0.00104441,0.00104441,0.00104441
64,169.207,0.86251,0.47881,0.9025,0.98883,0.99262,0.99447,0.77831,0.81706,0.42433,0.89713,0.00104333,0.00104333,0.00104333
65,171.857,0.90902,0.4945,0.91913,0.99392,0.99517,0.99409,0.79126,0.82576,0.4038,0.89819,0.00104226,0.00104226,0.00104226
66,174.451,0.87052,0.47691,0.9026,0.98781,0.99759,0.99363,0.78107,0.81359,0.3996,0.89318,0.00104118,0.00104118,0.00104118
67,176.992,0.83019,0.46378,0.89134,0.98871,0.99503,0.99218,0.78965,0.82094,0.42062,0.89586,0.00104011,0.00104011,0.00104011
68,179.549,0.87595,0.4823,0.90403,0.99153,0.99574,0.99323,0.79014,0.81333,0.40908,0.8991,0.00103903,0.00103903,0.00103903
69,182.127,0.87923,0.49437,0.90673,0.98977,0.9965,0.99384,0.79649,0.81965,0.39863,0.89694,0.00103796,0.00103796,0.00103796
70,184.747,0.84956,0.48464,0.89376,0.9899,0.99643,0.9942,0.77585,0.8698,0.4232,0.90776,0.00103689,0.00103689,0.00103689
71,187.303,0.90728,0.50253,0.88518,0.99284,0.98917,0.99419,0.79777,0.81506,0.40569,0.89534,0.00103581,0.00103581,0.00103581
72,189.922,0.87541,0.4744,0.90176,0.99442,0.98753,0.9937,0.79936,0.80376,0.40178,0.89251,0.00103474,0.00103474,0.00103474
73,192.643,0.87671,0.47515,0.88604,0.99202,0.9947,0.99356,0.79074,0.82469,0.3986,0.89653,0.00103366,0.00103366,0.00103366
74,195.354,0.80395,0.51513,0.81815,0.98917,0.99751,0.99367,0.80271,0.78925,0.3853,0.88767,0.00103259,0.00103259,0.00103259
75,197.989,0.87727,0.46662,0.9213,0.99264,0.99627,0.99379,0.78985,0.80705,0.38151,0.89446,0.00103152,0.00103152,0.00103152
76,200.557,0.82803,0.42878,0.88863,0.99223,0.99618,0.99374,0.8025,0.78644,0.38343,0.88635,0.00103044,0.00103044,0.00103044
77,203.155,0.84979,0.45734,0.91223,0.99252,0.99799,0.99448,0.80531,0.7854,0.36894,0.88834,0.00102937,0.00102937,0.00102937
78,205.81,0.85674,0.45545,0.90504,0.9906,0.99769,0.99474,0.78883,0.80083,0.38109,0.89429,0.00102829,0.00102829,0.00102829
79,208.489,0.83782,0.46401,0.89936,0.99289,0.99813,0.9947,0.79639,0.78657,0.3799,0.89012,0.00102722,0.00102722,0.00102722
80,211.06,0.82751,0.44705,0.88877,0.99442,0.99538,0.99476,0.80287,0.78793,0.37955,0.88913,0.00102615,0.00102615,0.00102615
81,213.627,0.86155,0.45585,0.90931,0.99177,0.99712,0.99398,0.79841,0.79847,0.39003,0.89117,0.00102507,0.00102507,0.00102507
82,216.277,0.85448,0.47824,0.89648,0.99039,0.99646,0.99328,0.80274,0.78344,0.37931,0.88567,0.001024,0.001024,0.001024
83,218.875,0.83499,0.489,0.88261,0.98288,0.99174,0.99297,0.79291,0.7851,0.43354,0.88512,0.00102292,0.00102292,0.00102292
84,221.443,0.83533,0.46253,0.89936,0.9849,0.99533,0.99366,0.80278,0.79895,0.38582,0.88855,0.00102185,0.00102185,0.00102185
85,224.17,0.84348,0.4645,0.89531,0.98971,0.99543,0.99417,0.79824,0.78237,0.39088,0.88429,0.00102077,0.00102077,0.00102077
86,226.709,0.84464,0.46516,0.88314,0.96944,0.99642,0.99453,0.79451,0.79421,0.39239,0.88868,0.0010197,0.0010197,0.0010197
87,229.291,0.85892,0.45619,0.88561,0.98817,0.99543,0.99423,0.79478,0.78926,0.40098,0.88673,0.00101863,0.00101863,0.00101863
88,231.861,0.7877,0.48395,0.81936,0.99557,0.99338,0.9943,0.7914,0.77935,0.37865,0.88901,0.00101755,0.00101755,0.00101755
89,234.531,0.84556,0.4445,0.89051,0.9911,0.99644,0.99414,0.8125,0.7712,0.38465,0.88367,0.00101648,0.00101648,0.00101648
90,237.125,0.86457,0.46514,0.91647,0.9859,0.99039,0.99388,0.80774,0.78717,0.39799,0.89084,0.0010154,0.0010154,0.0010154
91,239.661,0.84556,0.44166,0.88416,0.99362,0.98972,0.99438,0.80737,0.77024,0.38265,0.88978,0.00101433,0.00101433,0.00101433
92,242.198,0.88593,0.46389,0.90342,0.99553,0.99634,0.9942,0.80323,0.78161,0.3729,0.88888,0.00101326,0.00101326,0.00101326
93,244.759,0.84916,0.46133,0.89574,0.99327,0.99655,0.99465,0.7981,0.8029,0.37596,0.89545,0.00101218,0.00101218,0.00101218
94,247.346,0.83589,0.43954,0.89562,0.99133,0.99533,0.99476,0.80695,0.75658,0.36395,0.8835,0.00101111,0.00101111,0.00101111
95,250.02,0.76094,0.45874,0.81222,0.99599,0.99662,0.99466,0.77715,0.77172,0.38112,0.88887,0.00101003,0.00101003,0.00101003
96,252.607,0.82824,0.47022,0.88638,0.99303,0.99613,0.99463,0.80767,0.76785,0.36677,0.88495,0.00100896,0.00100896,0.00100896
97,255.381,0.86807,0.49743,0.90242,0.9943,0.9956,0.994,0.81167,0.7625,0.37309,0.88059,0.00100789,0.00100789,0.00100789
98,257.896,0.855,0.42896,0.92682,0.99114,0.99759,0.99483,0.8169,0.74492,0.37443,0.87751,0.00100681,0.00100681,0.00100681
99,260.547,0.83387,0.45086,0.90101,0.99275,0.99887,0.99491,0.81868,0.74406,0.36936,0.8768,0.00100574,0.00100574,0.00100574
100,263.222,0.7878,0.43428,0.90034,0.99738,0.99608,0.99495,0.82095,0.73821,0.35674,0.87628,0.00100466,0.00100466,0.00100466
101,265.837,0.80209,0.41331,0.8759,0.9967,0.99518,0.99497,0.81389,0.76507,0.37238,0.88248,0.00100359,0.00100359,0.00100359
102,268.406,0.79349,0.427,0.87745,0.99293,0.99915,0.99475,0.80877,0.77058,0.37192,0.88675,0.00100251,0.00100251,0.00100251
103,270.993,0.81964,0.44281,0.88527,0.99384,0.99887,0.99448,0.8118,0.77004,0.35782,0.88365,0.00100144,0.00100144,0.00100144
104,273.653,0.81866,0.43418,0.88785,0.99596,0.99728,0.99377,0.82341,0.72883,0.35905,0.87497,0.00100037,0.00100037,0.00100037
105,276.294,0.81853,0.41926,0.89479,0.99628,0.99887,0.99445,0.80886,0.74522,0.35732,0.8807,0.000999292,0.000999292,0.000999292
106,278.868,0.8283,0.44719,0.90364,0.99617,0.99774,0.99484,0.81623,0.71918,0.35104,0.87305,0.000998218,0.000998218,0.000998218
107,281.417,0.79976,0.42459,0.88513,0.99419,0.99766,0.99429,0.80641,0.75606,0.35562,0.88294,0.000997144,0.000997144,0.000997144
108,284.121,0.81666,0.4339,0.87585,0.99298,0.99668,0.99396,0.81432,0.75281,0.36794,0.88329,0.00099607,0.00099607,0.00099607
109,286.655,0.81612,0.41995,0.88495,0.99072,0.9983,0.99404,0.81179,0.7375,0.35826,0.88017,0.000994996,0.000994996,0.000994996
110,289.187,0.80298,0.41837,0.87374,0.9909,0.99756,0.99407,0.80849,0.75081,0.36355,0.88141,0.000993922,0.000993922,0.000993922
111,291.71,0.81822,0.42632,0.89238,0.9938,0.99933,0.99467,0.80961,0.75751,0.35294,0.88116,0.000992848,0.000992848,0.000992848
112,294.242,0.80464,0.42788,0.88963,0.99605,1,0.99495,0.81966,0.72769,0.34642,0.87433,0.000991774,0.000991774,0.000991774
113,296.799,0.76892,0.40233,0.8916,0.99454,0.99925,0.99463,0.81348,0.75596,0.3574,0.88248,0.0009907,0.0009907,0.0009907
114,299.323,0.80231,0.42007,0.87773,0.99291,0.99827,0.99413,0.80252,0.76618,0.35976,0.88658,0.000989625,0.000989625,0.000989625
115,301.858,0.76859,0.40516,0.86736,0.99588,0.99808,0.99468,0.80417,0.73022,0.35572,0.87532,0.000988551,0.000988551,0.000988551
116,304.393,0.76957,0.41042,0.88451,0.99492,0.99641,0.99453,0.82397,0.72954,0.35303,0.87427,0.000987477,0.000987477,0.000987477
117,306.968,0.7637,0.40064,0.87815,0.99735,0.99722,0.99486,0.83229,0.71526,0.34061,0.8685,0.000986403,0.000986403,0.000986403
118,309.757,0.78403,0.40772,0.87425,0.99486,0.99692,0.99451,0.82766,0.71353,0.35409,0.86828,0.000985329,0.000985329,0.000985329
119,312.354,0.76585,0.395,0.87158,0.99315,0.99725,0.99448,0.8279,0.71738,0.34927,0.87011,0.000984255,0.000984255,0.000984255
120,314.932,0.78162,0.41022,0.87777,0.99177,0.99838,0.99486,0.82235,0.71473,0.35043,0.87041,0.000983181,0.000983181,0.000983181
121,317.501,0.80294,0.42306,0.89292,0.99565,0.99689,0.99492,0.83833,0.70254,0.33435,0.86687,0.000982107,0.000982107,0.000982107
122,320.159,0.75572,0.40426,0.86813,0.99451,0.99887,0.99457,0.83305,0.72024,0.34812,0.87206,0.000981033,0.000981033,0.000981033
123,322.753,0.79171,0.41404,0.87003,0.98494,0.99453,0.9946,0.83227,0.72631,0.36209,0.87688,0.000979958,0.000979958,0.000979958
124,325.346,0.75,0.39765,0.87818,0.99531,0.99794,0.99495,0.84083,0.6812,0.32887,0.86306,0.000978884,0.000978884,0.000978884
125,327.943,0.75895,0.4047,0.8933,0.99613,0.99753,0.9944,0.83135,0.70599,0.33545,0.86585,0.00097781,0.00097781,0.00097781
126,330.505,0.77622,0.42044,0.8709,0.99576,0.99868,0.99463,0.83789,0.67835,0.35233,0.86196,0.000976736,0.000976736,0.000976736
127,333.075,0.76124,0.40483,0.89014,0.99438,0.99615,0.99493,0.84115,0.69451,0.34119,0.86362,0.000975662,0.000975662,0.000975662
128,335.688,0.72324,0.42683,0.86287,0.9923,0.99315,0.99488,0.84031,0.70077,0.34903,0.86496,0.000974588,0.000974588,0.000974588
129,338.415,0.7457,0.40688,0.86608,0.9941,0.993,0.99489,0.82859,0.69316,0.34301,0.86287,0.000973514,0.000973514,0.000973514
130,341.056,0.67884,0.41951,0.79955,0.99328,1,0.99395,0.82125,0.72543,0.34861,0.86897,0.00097244,0.00097244,0.00097244
131,343.63,0.73997,0.40036,0.86242,0.99229,0.99542,0.99497,0.82637,0.71103,0.34819,0.86553,0.000971366,0.000971366,0.000971366
132,346.198,0.76714,0.40517,0.89067,0.99595,0.99674,0.99468,0.83445,0.68639,0.35096,0.86369,0.000970291,0.000970291,0.000970291
133,348.748,0.78569,0.41554,0.89406,0.99661,0.99791,0.99496,0.83564,0.70312,0.34473,0.86631,0.000969217,0.000969217,0.000969217
134,351.298,0.76261,0.40033,0.86204,0.99635,0.99613,0.99492,0.83772,0.67107,0.32975,0.85909,0.000968143,0.000968143,0.000968143
135,353.82,0.73115,0.39614,0.8557,0.99098,0.99699,0.99495,0.8417,0.6813,0.33881,0.86311,0.000967069,0.000967069,0.000967069
136,356.413,0.74662,0.39525,0.87573,0.99379,0.99541,0.99456,0.82751,0.68426,0.33426,0.86265,0.000965995,0.000965995,0.000965995
137,359.076,0.82653,0.42042,0.90431,0.99433,0.99644,0.99488,0.84339,0.6646,0.33033,0.85699,0.000964921,0.000964921,0.000964921
138,361.753,0.71965,0.39125,0.86151,0.99403,0.99526,0.9949,0.83402,0.68149,0.32431,0.85972,0.000963847,0.000963847,0.000963847
139,364.273,0.76959,0.42545,0.90365,0.99126,0.99637,0.9949,0.81597,0.76029,0.35319,0.87908,0.000962773,0.000962773,0.000962773
140,366.959,0.75751,0.42775,0.86558,0.99107,0.99567,0.99473,0.83049,0.70639,0.33438,0.86582,0.000961699,0.000961699,0.000961699
141,369.465,0.69224,0.4318,0.81048,0.99283,0.99607,0.9946,0.83568,0.70407,0.33791,0.8633,0.000960624,0.000960624,0.000960624
142,372.029,0.74185,0.39179,0.87038,0.99188,0.9954,0.99497,0.83707,0.69039,0.3304,0.86417,0.00095955,0.00095955,0.00095955
143,374.581,0.75276,0.39141,0.86629,0.99416,0.99325,0.99497,0.84147,0.67732,0.33116,0.86108,0.000958476,0.000958476,0.000958476
144,377.112,0.76666,0.41354,0.8744,0.9971,0.99776,0.995,0.85227,0.65406,0.32024,0.85221,0.000957402,0.000957402,0.000957402
145,379.664,0.77937,0.40092,0.87894,0.99421,0.99873,0.99482,0.83172,0.69331,0.33635,0.86355,0.000956328,0.000956328,0.000956328
146,382.18,0.75736,0.40016,0.8757,0.99668,0.99382,0.99484,0.84247,0.68823,0.34508,0.85982,0.000955254,0.000955254,0.000955254
147,384.687,0.68682,0.38383,0.79937,0.9955,0.9963,0.99497,0.83728,0.68705,0.3362,0.86224,0.00095418,0.00095418,0.00095418
148,387.207,0.7315,0.39831,0.87532,0.99725,0.99636,0.99497,0.82648,0.67914,0.33255,0.86259,0.000953106,0.000953106,0.000953106
149,389.705,0.75321,0.40703,0.87427,0.99739,0.99756,0.99489,0.83692,0.6942,0.34333,0.86621,0.000952032,0.000952032,0.000952032
150,392.226,0.73799,0.39835,0.85831,0.99758,1,0.99497,0.84247,0.66587,0.317,0.85955,0.000950957,0.000950957,0.000950957
151,394.76,0.69664,0.38265,0.85346,0.99591,0.99982,0.99497,0.8423,0.65864,0.31909,0.85627,0.000949883,0.000949883,0.000949883
152,397.462,0.71849,0.3787,0.84886,0.99626,1,0.99499,0.85802,0.62039,0.30463,0.84642,0.000948809,0.000948809,0.000948809
153,400.008,0.70592,0.37834,0.85985,0.9967,0.99983,0.995,0.85171,0.64318,0.31817,0.851,0.000947735,0.000947735,0.000947735
154,402.527,0.68416,0.36294,0.85744,0.9949,0.9996,0.995,0.84989,0.62745,0.3137,0.85021,0.000946661,0.000946661,0.000946661
155,405.056,0.69666,0.36725,0.85567,0.99537,0.99919,0.995,0.85795,0.60673,0.3102,0.84402,0.000945587,0.000945587,0.000945587
156,407.578,0.71992,0.37089,0.8665,0.9955,0.99937,0.99494,0.86453,0.59922,0.29939,0.84038,0.000944513,0.000944513,0.000944513
157,410.143,0.69794,0.37892,0.85106,0.99718,0.99902,0.99499,0.85567,0.6156,0.31386,0.84287,0.000943439,0.000943439,0.000943439
158,412.712,0.72694,0.40734,0.85976,0.99655,0.99856,0.99499,0.86168,0.60685,0.30538,0.84262,0.000942365,0.000942365,0.000942365
159,415.282,0.70513,0.38162,0.84973,0.99345,0.99625,0.99499,0.84988,0.62666,0.31658,0.84508,0.00094129,0.00094129,0.00094129
160,417.832,0.73795,0.38454,0.87877,0.98621,1,0.99497,0.84472,0.65343,0.3257,0.85387,0.000940216,0.000940216,0.000940216
161,420.374,0.73836,0.37774,0.88573,0.98694,0.99987,0.99499,0.84567,0.65833,0.31976,0.85416,0.000939142,0.000939142,0.000939142
162,422.909,0.73217,0.39063,0.86393,0.9974,0.99831,0.995,0.84221,0.65615,0.31605,0.85277,0.000938068,0.000938068,0.000938068
163,425.641,0.69795,0.384,0.85988,0.99612,0.99899,0.99499,0.85246,0.63122,0.30816,0.84907,0.000936994,0.000936994,0.000936994
164,428.237,0.70348,0.3793,0.86547,0.99665,0.99988,0.995,0.86771,0.60496,0.30238,0.84238,0.00093592,0.00093592,0.00093592
165,430.882,0.67771,0.36334,0.85172,0.99251,0.9985,0.99482,0.85873,0.61313,0.29748,0.84311,0.000934846,0.000934846,0.000934846
166,433.501,0.732,0.38658,0.86447,0.99261,0.99622,0.99493,0.8639,0.58591,0.30434,0.83764,0.000933772,0.000933772,0.000933772
167,436.129,0.69435,0.36689,0.86602,0.99452,0.99884,0.99498,0.86414,0.62148,0.3052,0.84479,0.000932698,0.000932698,0.000932698
168,438.679,0.61796,0.36051,0.78745,0.99406,0.9978,0.99486,0.86539,0.60111,0.3081,0.8404,0.000931623,0.000931623,0.000931623
169,441.295,0.66721,0.35393,0.84852,0.9946,0.99838,0.99498,0.87002,0.57662,0.2935,0.83633,0.000930549,0.000930549,0.000930549
170,443.913,0.64112,0.36409,0.86947,0.99528,0.99841,0.99499,0.87026,0.58289,0.30084,0.83462,0.000929475,0.000929475,0.000929475
171,446.466,0.69913,0.38167,0.85165,0.99638,0.99875,0.995,0.86781,0.58695,0.2939,0.83653,0.000928401,0.000928401,0.000928401
172,448.994,0.72682,0.42398,0.85589,0.99559,0.99843,0.99499,0.86898,0.59341,0.30799,0.83678,0.000927327,0.000927327,0.000927327
173,451.712,0.68543,0.36924,0.85245,0.99285,0.99449,0.99498,0.85311,0.63292,0.32837,0.84583,0.000926253,0.000926253,0.000926253
174,454.313,0.67251,0.36059,0.8573,0.9952,0.99336,0.99498,0.85769,0.59949,0.32013,0.8405,0.000925179,0.000925179,0.000925179
175,456.873,0.64473,0.35407,0.85338,0.99651,0.99692,0.995,0.85615,0.60883,0.31236,0.84296,0.000924105,0.000924105,0.000924105
176,459.413,0.68959,0.36225,0.87011,0.99679,0.99651,0.99498,0.85755,0.61173,0.31332,0.84074,0.000923031,0.000923031,0.000923031
177,462.017,0.70248,0.37507,0.8221,0.99731,0.9972,0.99496,0.84974,0.63239,0.31781,0.84434,0.000921956,0.000921956,0.000921956
178,464.582,0.71278,0.37434,0.85859,0.99628,0.99715,0.995,0.85837,0.60815,0.30284,0.84152,0.000920882,0.000920882,0.000920882
179,467.111,0.67715,0.36221,0.86134,0.99715,0.99686,0.995,0.85146,0.62502,0.30753,0.84575,0.000919808,0.000919808,0.000919808
180,469.678,0.68914,0.36482,0.8541,0.99373,0.99706,0.995,0.85253,0.63689,0.30977,0.84667,0.000918734,0.000918734,0.000918734
181,472.234,0.65859,0.36312,0.84077,0.98931,0.99538,0.995,0.8511,0.6467,0.3135,0.84965,0.00091766,0.00091766,0.00091766
182,474.816,0.67456,0.36737,0.8623,0.99005,0.99682,0.995,0.86397,0.60206,0.30258,0.8418,0.000916586,0.000916586,0.000916586
183,477.376,0.67002,0.37687,0.84728,0.99789,0.99766,0.995,0.86755,0.58139,0.29622,0.83732,0.000915512,0.000915512,0.000915512
184,480.081,0.63785,0.35305,0.84162,0.9977,1,0.995,0.86148,0.56807,0.2873,0.83465,0.000914438,0.000914438,0.000914438
185,482.616,0.65185,0.35502,0.8376,0.99801,0.99955,0.995,0.87294,0.55472,0.28704,0.83024,0.000913364,0.000913364,0.000913364
186,485.203,0.65765,0.3462,0.86441,0.99535,1,0.995,0.87422,0.55929,0.28798,0.83091,0.000912289,0.000912289,0.000912289
